Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration
October,California,WECC,Suspicious Activity,0,0,2022,2022-10-21 11:15:00,2022-10-21 11:18:00
October,Massachusetts,NPCC,Cyber Event,0,0,2022,2022-10-24 00:00:00,2022-10-28 00:00:00
October,Texas,TRE/WECC,System Operations,34,7551,2022,2022-10-24 16:29:00,2022-10-24 18:05:00
October,Texas,TRE,System Operations,Unknown,109865,2022,2022-10-25 01:45:00,2022-10-25 13:50:00
October,Texas,TRE,System Operations,0,0,2022,2022-10-26 19:32:00,2022-10-26 20:38:00
October,Arkansas,SERC,Vandalism,Unknown,0,2022,2022-10-27 00:01:00,2022-10-27 13:00:00
October,California,WECC,Vandalism,2,0,2022,2022-10-28 14:16:00,2022-10-28 15:00:00
October,Louisiana,SERC,Suspicious Activity,Unknown,0,2022,2022-10-31 21:14:00,2022-10-31 22:14:00
November,Texas,TRE,Suspicious Activity,0,0,2022,2022-11-02 15:11:00,2022-11-02 15:25:00
November,Washington,WECC,Transmission Interruption,0,0,2022,2022-11-03 12:07:00,2022-11-03 14:24:00
November,Washington,WECC,Severe Weather,Unknown,214000,2022,2022-11-04 20:05:00,2022-11-07 09:00:00
November,Michigan,RF,Severe Weather,Unknown,158450,2022,2022-11-05 13:00:00,2022-11-08 07:00:00
November,Michigan,RF,Severe Weather,Unknown,53000,2022,2022-11-05 19:57:00,
November,Wisconsin,MRO/RF,Severe Weather,Unknown,50000,2022,2022-11-05 19:00:00,
November,Texas,TRE,Transmission Interruption,0,0,2022,2022-11-08 15:48:00,2022-11-08 16:21:00
November,Arkansas,SERC,Generation Inadequacy,0,0,2022,2022-11-10 11:07:00,2022-11-10 12:00:00
November,Florida,SERC,Severe Weather,Unknown,160000,2022,2022-11-10 06:00:00,2022-11-11 08:47:00
November,California,WECC,Vandalism,Unknown,Unknown,2022,2022-11-11 01:00:00,2022-11-11 05:00:00
November,Ohio,RF,Actual Physical Attack/Vandalism,7,1775,2022,2022-11-11 01:41:00,2022-11-14 14:00:00
November,Massachusetts,NPCC,System Operations,0,0,2022,2022-11-15 10:17:00,2022-11-15 11:06:00
November,Oregon,WECC,Vandalism,0,0,2022,2022-11-15 01:00:00,2022-11-15 06:00:00
November,Washington,WECC,Actual Physical Attack/Vandalism,3,1454,2022,2022-11-18 04:30:00,2022-11-18 04:59:00
November,Maine,NPCC,System Operations,0,0,2022,2022-11-22 10:01:00,2022-11-22 10:43:00
November,Texas,TRE,Suspicious Activity,0,0,2022,2022-11-23 07:03:00,2022-11-23 08:57:00
November,Washington,WECC,Actual Physical Attack/Vandalism,0,0,2022,2022-11-23 10:15:00,2022-11-23 14:09:00
November,Michigan,RF,System Operations,0,0,2022,2022-11-23 12:46:00,2022-11-23 13:19:00
November,Maryland,RF,Cyber Event,Unknown,Unknown,2022,2022-11-23 09:30:00,
November,Oregon,WECC,Vandalism,0,0,2022,2022-11-24 01:40:00,2022-11-24 01:45:00
November,California,WECC,Actual Physical Attack/Vandalism,0,0,2022,2022-11-25 05:00:00,2022-11-25 08:00:00
November,Maryland,RF,Transmission Interruption,190,87500,2022,2022-11-27 17:28:00,2022-11-27 23:58:00
November,Oregon,WECC,Actual Physical Attack/Vandalism,Unknown,6337,2022,2022-11-28 01:08:00,2022-11-28 02:24:00
November,Maine,NPCC,Severe Weather,113,113000,2022,2022-11-30 18:45:00,2022-12-02 04:00:00
November,New York,NPCC,System Operations,0,0,2022,2022-11-30 02:37:00,2022-11-30 06:10:00
November,Alabama,SERC,Severe Weather,386,54110,2022,2022-11-30 03:35:00,2022-11-30 09:10:00
December,North Carolina,SERC,Vandalism,99,45000,2022,2022-12-03 19:51:00,
December,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-12-05 18:20:00,2022-12-05 18:55:00
December,New York,NPCC,Vandalism,0,0,2022,2022-12-05 09:00:00,2022-12-05 13:00:00
December,California,WECC,Suspicious Activity,0,0,2022,2022-12-06 09:25:00,
December,Kentucky,SERC,Vandalism,0,0,2022,2022-12-06 08:26:00,2022-12-06 08:30:00
December,Georgia,SERC,Suspicious Activity,0,0,2022,2022-12-06 00:00:00,2022-12-06 00:01:00
December,Georgia,SERC,Suspicious Activity,0,0,2022,2022-12-06 00:00:00,2022-12-06 00:01:00
December,Ohio,RF,Suspicious Activity,2600,Unknown,2022,2022-12-06 12:45:00,
December,Pennsylvania,RF,Suspicious Activity,1883,Unknown,2022,2022-12-06 08:15:00,2022-12-06 12:15:00
December,Illinois,SERC/RF,Suspicious Activity,0,0,2022,2022-12-07 13:35:00,2022-12-07 13:40:00
December,North Carolina,SERC,Suspicious Activity,0,0,2022,2022-12-07 16:42:00,2022-12-07 21:00:00
December,Indiana,RF,Suspicious Activity,0,0,2022,2022-12-08 12:36:00,
December,Massachusetts,NPCC,Transmission Interruption,0,0,2022,2022-12-10 01:14:00,2022-12-10 02:02:00
December,Missouri,SERC,Suspicious Activity,0,0,2022,2022-12-10 11:00:00,2022-12-12 06:00:00
December,Washington,WECC,Vandalism,10,583,2022,2022-12-13 23:59:00,2022-12-14 03:39:00
December,Florida,SERC,System Operations,0,0,2022,2022-12-14 10:42:00,2022-12-14 12:05:00
December,Indiana,RF,Vandalism,0,0,2022,2022-12-14 11:23:00,
December,Montana,WECC,Suspicious Activity,Unknown,Unknown,2022,2022-12-14 12:52:00,
December,Utah,WECC,Vandalism,0,0,2022,2022-12-15 05:30:00,2022-12-15 05:31:00
December,Massachusetts,NPCC,Severe Weather,Unknown,36600,2022,2022-12-16 23:30:00,2022-12-18 23:21:00
December,Texas,TRE,Suspicious Activity,0,0,2022,2022-12-17 19:45:00,2022-12-17 19:46:00
December,Tennessee,SERC,Transmission Interruption,3200,Unknown,2022,2022-12-22 09:04:00,2022-12-25 00:00:00
December,Texas,TRE,System Operations,0,0,2022,2022-12-22 21:04:00,2022-12-22 21:42:00
December,Texas,TRE,Suspicious Activity,0,0,2022,2022-12-23 06:04:00,2022-12-23 06:40:00
December,New York,NPCC,Severe Weather,Unknown,57000,2022,2022-12-23 14:30:00,
December,Connecticut,NPCC,Severe Weather,Unknown,500000,2022,2022-12-23 05:20:00,
December,North Carolina,SERC,Severe Weather,Unknown,66519,2022,2022-12-23 09:45:00,2022-12-23 17:00:00
December,North Carolina,SERC,Severe Weather,Unknown,108900,2022,2022-12-23 07:30:00,2022-12-23 22:13:00
December,Tennessee,SERC,Severe Weather,Unknown,Unknown,2022,2022-12-23 08:31:00,
December,Alabama,SERC,Severe Weather,236,33010,2022,2022-12-23 03:03:00,2022-12-23 12:30:00
December,Missouri,SERC,Severe Weather,0,0,2022,2022-12-23 07:19:00,2022-12-23 07:41:00
December,South Carolina,SERC,Severe Weather,4615,17600,2022,2022-12-24 06:15:00,2022-12-25 09:00:00
December,North Carolina,SERC,System Operations,960,130000,2022,2022-12-24 06:35:00,2022-12-24 16:10:00
December,North Carolina,SERC,Severe Weather,1000,295000,2022,2022-12-24 04:45:00,2022-12-24 15:45:00
December,Alabama,SERC,Severe Weather,160,22436,2022,2022-12-24 09:00:00,2022-12-24 11:15:00
December,Washington,WECC,Vandalism,32,13500,2022,2022-12-25 19:25:00,2022-12-25 20:07:00
December,Washington,WECC,Vandalism,14,8000,2022,2022-12-25 02:42:00,2022-12-25 04:55:00
December,Washington,WECC,Vandalism,Unknown,Unknown,2022,2022-12-26 06:54:00,2022-12-26 08:19:00
December,Washington,WECC,Severe Weather,Unknown,230000,2022,2022-12-26 08:30:00,2022-12-28 21:00:00
December,Washington,WECC,Vandalism,0,0,2022,2022-12-27 08:00:00,2022-12-27 08:30:00
December,California,WECC,Vandalism,0,0,2022,2022-12-27 13:30:00,2022-12-27 21:16:00
December,Oregon,WECC,Severe Weather,Unknown,83060,2022,2022-12-27 10:12:00,
December,Washington,WECC,Severe Weather,11,11600,2022,2022-12-27 20:40:00,2022-12-27 20:41:00
December,California,WECC,Suspicious Activity,Unknown,Unknown,2022,2022-12-27 07:07:00,2022-12-29 11:10:00
December,California,WECC,Vandalism,0,0,2022,2022-12-27 07:20:00,2022-12-27 11:22:00
December,Washington,WECC,Vandalism,0,0,2022,2022-12-29 13:14:00,2022-12-29 13:55:00
December,Ohio,RF,Vandalism,2600,Unknown,2022,2022-12-29 16:00:00,
December,Oregon,WECC,Transmission Interruption,0,0,2022,2022-12-30 05:25:00,2022-12-30 14:17:00
December,Minnesota,MRO,Transmission Interruption,Unknown,Unknown,2022,2022-12-30 17:04:00,
December,Nevada,WECC,Severe Weather,Unknown,3500,2022,2022-12-31 20:00:00,2023-01-03 00:00:00
December,California,WECC,Severe Weather,Unknown,161000,2022,2022-12-31 19:00:00,2023-01-01 06:00:00
