Month,Area_Affected,Event_Type,Demand_Loss_(MW),Number_of_Customers_Affected,Date_Time_Event_Began,Date_Time_Restoration,Event_Duration_(hours),Year
September,Nevada,System Operations,8250.0,1300000.0,2022-09-08 17:00:00,2022-09-08 20:00:00,3.0,2022
September,California,Severe Weather,257.0,44000.0,2022-09-09 16:00:00,2022-09-09 21:00:00,5.0,2022
September,Indiana,Suspicious Activity,,,2022-09-10 22:30:00,2022-09-10 22:31:00,0.02,2022
September,Texas,Transmission Interruption,0.0,0.0,2022-09-11 18:19:00,2022-09-11 22:28:00,4.15,2022
September,Texas,Severe Weather,0.0,0.0,2022-09-13 19:55:00,2022-09-13 20:01:00,0.1,2022
September,Texas,Transmission Interruption,0.0,0.0,2022-09-15 19:52:00,2022-09-15 21:31:00,1.65,2022
September,Oregon,Transmission Interruption,0.0,0.0,2022-09-16 18:30:00,2022-09-16 23:15:00,4.75,2022
September,Utah,Suspicious Activity,0.0,0.0,2022-09-16 18:00:00,2022-09-16 18:01:00,0.02,2022
September,Texas,Vandalism,,1521.0,2022-09-21 16:19:00,2022-09-21 18:01:00,1.7,2022
September,Florida,Vandalism,,,2022-09-22 03:58:00,2022-09-22 04:00:00,0.03,2022
September,California,Vandalism,1.0,0.0,2022-09-22 10:02:00,2022-09-22 11:00:00,0.97,2022
September,California,Vandalism,2.0,0.0,2022-09-23 10:10:00,2022-09-23 11:00:00,0.83,2022
September,California,Vandalism,1.0,0.0,2022-09-27 08:42:00,2022-09-27 10:00:00,1.3,2022
September,Florida,Severe Weather,,676000.0,2022-09-28 15:00:00,2022-10-03 15:53:00,120.88,2022
September,Florida,Severe Weather,1000.0,116937.0,2022-09-28 18:00:00,2022-09-30 15:20:00,45.33,2022
September,Florida,Severe Weather,750.0,291361.0,2022-09-28 15:00:00,,,2022
September,Florida,Severe Weather,0.0,0.0,2022-09-29 04:00:00,2022-10-03 00:00:00,92.0,2022
September,Florida,Severe Weather,150.0,15797.0,2022-09-29 03:27:00,,,2022
September,North Carolina,Severe Weather,,154100.0,2022-09-30 18:30:00,2022-10-01 18:36:00,24.1,2022
September,South Carolina,Severe Weather,,108930.0,2022-09-30 13:46:00,2022-09-30 18:09:00,4.38,2022
September,North Carolina,Severe Weather,,48323.0,2022-09-30 02:45:00,2022-10-01 16:15:00,37.5,2022
September,California,Vandalism,2.0,0.0,2022-09-30 11:00:00,2022-09-30 12:00:00,1.0,2022
October,Alabama,Suspicious Activity,0.0,0.0,2022-10-03 06:00:00,2022-10-04 07:00:00,25.0,2022
October,California,Vandalism,1.0,0.0,2022-10-03 13:45:00,2022-10-03 14:30:00,0.75,2022
October,New York,Suspicious Activity,100.0,0.0,2022-10-08 16:23:00,2022-10-08 16:50:00,0.45,2022
October,Texas,Vandalism,,0.0,2022-10-10 15:50:00,2022-10-10 16:05:00,0.25,2022
October,California,Vandalism,1.0,0.0,2022-10-13 10:00:00,2022-10-13 11:00:00,1.0,2022
October,Connecticut,Severe Weather,,76388.0,2022-10-14 13:15:00,2022-10-14 17:45:00,4.5,2022
October,Texas,Cyber Event,0.0,0.0,2022-10-14 13:30:00,,,2022
October,Arizona,System Operations,0.0,0.0,2022-10-15 09:52:00,2022-10-15 10:23:00,0.52,2022
October,Louisiana,System Operations,69.0,16225.0,2022-10-15 20:04:00,2022-10-18 16:03:00,67.98,2022
October,Texas,Vandalism,,,2022-10-18 15:12:00,,,2022
October,California,Suspicious Activity,0.0,0.0,2022-10-21 11:15:00,2022-10-21 11:18:00,0.05,2022
October,Massachusetts,Cyber Event,0.0,0.0,2022-10-24 00:00:00,2022-10-28 00:00:00,96.0,2022
October,Texas,System Operations,34.0,7551.0,2022-10-24 16:29:00,2022-10-24 18:05:00,1.6,2022
October,Texas,System Operations,,109865.0,2022-10-25 01:45:00,2022-10-25 13:50:00,12.08,2022
October,Texas,System Operations,0.0,0.0,2022-10-26 19:32:00,2022-10-26 20:38:00,1.1,2022
October,Arkansas,Vandalism,,0.0,2022-10-27 00:01:00,2022-10-27 13:00:00,12.98,2022
October,California,Vandalism,2.0,0.0,2022-10-28 14:16:00,2022-10-28 15:00:00,0.73,2022
October,Louisiana,Suspicious Activity,,0.0,2022-10-31 21:14:00,2022-10-31 22:14:00,1.0,2022
November,Texas,Suspicious Activity,0.0,0.0,2022-11-02 15:11:00,2022-11-02 15:25:00,0.23,2022
November,Washington,Transmission Interruption,0.0,0.0,2022-11-03 12:07:00,2022-11-03 14:24:00,2.28,2022
November,Washington,Severe Weather,,214000.0,2022-11-04 20:05:00,2022-11-07 09:00:00,60.92,2022
November,Michigan,Severe Weather,,158450.0,2022-11-05 13:00:00,2022-11-08 07:00:00,66.0,2022
November,Michigan,Severe Weather,,53000.0,2022-11-05 19:57:00,,,2022
November,Wisconsin,Severe Weather,,50000.0,2022-11-05 19:00:00,,,2022
November,Texas,Transmission Interruption,0.0,0.0,2022-11-08 15:48:00,2022-11-08 16:21:00,0.55,2022
November,Arkansas,Generation Inadequacy,0.0,0.0,2022-11-10 11:07:00,2022-11-10 12:00:00,0.88,2022
November,Florida,Severe Weather,,160000.0,2022-11-10 06:00:00,2022-11-11 08:47:00,26.78,2022
November,California,Vandalism,,,2022-11-11 01:00:00,2022-11-11 05:00:00,4.0,2022
November,Ohio,Actual Physical Attack/Vandalism,7.0,1775.0,2022-11-11 01:41:00,2022-11-14 14:00:00,84.32,2022
November,Massachusetts,System Operations,0.0,0.0,2022-11-15 10:17:00,2022-11-15 11:06:00,0.82,2022
November,Oregon,Vandalism,0.0,0.0,2022-11-15 01:00:00,2022-11-15 06:00:00,5.0,2022
November,Washington,Actual Physical Attack/Vandalism,3.0,1454.0,2022-11-18 04:30:00,2022-11-18 04:59:00,0.48,2022
November,Maine,System Operations,0.0,0.0,2022-11-22 10:01:00,2022-11-22 10:43:00,0.7,2022
November,Texas,Suspicious Activity,0.0,0.0,2022-11-23 07:03:00,2022-11-23 08:57:00,1.9,2022
November,Washington,Actual Physical Attack/Vandalism,0.0,0.0,2022-11-23 10:15:00,2022-11-23 14:09:00,3.9,2022
November,Michigan,System Operations,0.0,0.0,2022-11-23 12:46:00,2022-11-23 13:19:00,0.55,2022
November,Maryland,Cyber Event,,,2022-11-23 09:30:00,,,2022
November,Oregon,Vandalism,0.0,0.0,2022-11-24 01:40:00,2022-11-24 01:45:00,0.08,2022
November,California,Actual Physical Attack/Vandalism,0.0,0.0,2022-11-25 05:00:00,2022-11-25 08:00:00,3.0,2022
November,Maryland,Transmission Interruption,190.0,87500.0,2022-11-27 17:28:00,2022-11-27 23:58:00,6.5,2022
November,Oregon,Actual Physical Attack/Vandalism,,6337.0,2022-11-28 01:08:00,2022-11-28 02:24:00,1.27,2022
November,Maine,Severe Weather,113.0,113000.0,2022-11-30 18:45:00,2022-12-02 04:00:00,33.25,2022
November,New York,System Operations,0.0,0.0,2022-11-30 02:37:00,2022-11-30 06:10:00,3.55,2022
November,Alabama,Severe Weather,386.0,54110.0,2022-11-30 03:35:00,2022-11-30 09:10:00,5.58,2022
December,North Carolina,Vandalism,99.0,45000.0,2022-12-03 19:51:00,,,2022
December,Pennsylvania,Suspicious Activity,0.0,0.0,2022-12-05 18:20:00,2022-12-05 18:55:00,0.58,2022
December,New York,Vandalism,0.0,0.0,2022-12-05 09:00:00,2022-12-05 13:00:00,4.0,2022
December,California,Suspicious Activity,0.0,0.0,2022-12-06 09:25:00,,,2022
December,Kentucky,Vandalism,0.0,0.0,2022-12-06 08:26:00,2022-12-06 08:30:00,0.07,2022
December,Georgia,Suspicious Activity,0.0,0.0,2022-12-06 00:00:00,2022-12-06 00:01:00,0.02,2022
December,Georgia,Suspicious Activity,0.0,0.0,2022-12-06 00:00:00,2022-12-06 00:01:00,0.02,2022
December,Ohio,Suspicious Activity,2600.0,,2022-12-06 12:45:00,,,2022
December,Pennsylvania,Suspicious Activity,1883.0,,2022-12-06 08:15:00,2022-12-06 12:15:00,4.0,2022
December,Illinois,Suspicious Activity,0.0,0.0,2022-12-07 13:35:00,2022-12-07 13:40:00,0.08,2022
December,North Carolina,Suspicious Activity,0.0,0.0,2022-12-07 16:42:00,2022-12-07 21:00:00,4.3,2022
December,Indiana,Suspicious Activity,0.0,0.0,2022-12-08 12:36:00,,,2022
December,Massachusetts,Transmission Interruption,0.0,0.0,2022-12-10 01:14:00,2022-12-10 02:02:00,0.8,2022
December,Missouri,Suspicious Activity,0.0,0.0,2022-12-10 11:00:00,2022-12-12 06:00:00,43.0,2022
December,Washington,Vandalism,10.0,583.0,2022-12-13 23:59:00,2022-12-14 03:39:00,3.67,2022
December,Florida,System Operations,0.0,0.0,2022-12-14 10:42:00,2022-12-14 12:05:00,1.38,2022
December,Indiana,Vandalism,0.0,0.0,2022-12-14 11:23:00,,,2022
December,Montana,Suspicious Activity,,,2022-12-14 12:52:00,,,2022
December,Utah,Vandalism,0.0,0.0,2022-12-15 05:30:00,2022-12-15 05:31:00,0.02,2022
December,Massachusetts,Severe Weather,,36600.0,2022-12-16 23:30:00,2022-12-18 23:21:00,47.85,2022
December,Texas,Suspicious Activity,0.0,0.0,2022-12-17 19:45:00,2022-12-17 19:46:00,0.02,2022
December,Tennessee,Transmission Interruption,3200.0,,2022-12-22 09:04:00,2022-12-25 00:00:00,62.93,2022
December,Texas,System Operations,0.0,0.0,2022-12-22 21:04:00,2022-12-22 21:42:00,0.63,2022
December,Texas,Suspicious Activity,0.0,0.0,2022-12-23 06:04:00,2022-12-23 06:40:00,0.6,2022
December,New York,Severe Weather,,57000.0,2022-12-23 14:30:00,,,2022
December,Connecticut,Severe Weather,,500000.0,2022-12-23 05:20:00,,,2022
December,North Carolina,Severe Weather,,66519.0,2022-12-23 09:45:00,2022-12-23 17:00:00,7.25,2022
December,North Carolina,Severe Weather,,108900.0,2022-12-23 07:30:00,2022-12-23 22:13:00,14.72,2022
December,Tennessee,Severe Weather,,,2022-12-23 08:31:00,,,2022
December,Alabama,Severe Weather,236.0,33010.0,2022-12-23 03:03:00,2022-12-23 12:30:00,9.45,2022
December,Missouri,Severe Weather,0.0,0.0,2022-12-23 07:19:00,2022-12-23 07:41:00,0.37,2022
December,South Carolina,Severe Weather,4615.0,17600.0,2022-12-24 06:15:00,2022-12-25 09:00:00,26.75,2022
December,North Carolina,System Operations,960.0,130000.0,2022-12-24 06:35:00,2022-12-24 16:10:00,9.58,2022
December,North Carolina,Severe Weather,1000.0,295000.0,2022-12-24 04:45:00,2022-12-24 15:45:00,11.0,2022
December,Alabama,Severe Weather,160.0,22436.0,2022-12-24 09:00:00,2022-12-24 11:15:00,2.25,2022
December,Washington,Vandalism,32.0,13500.0,2022-12-25 19:25:00,2022-12-25 20:07:00,0.7,2022
December,Washington,Vandalism,14.0,8000.0,2022-12-25 02:42:00,2022-12-25 04:55:00,2.22,2022
December,Washington,Vandalism,,,2022-12-26 06:54:00,2022-12-26 08:19:00,1.42,2022
December,Washington,Severe Weather,,230000.0,2022-12-26 08:30:00,2022-12-28 21:00:00,60.5,2022
December,Washington,Vandalism,0.0,0.0,2022-12-27 08:00:00,2022-12-27 08:30:00,0.5,2022
December,California,Vandalism,0.0,0.0,2022-12-27 13:30:00,2022-12-27 21:16:00,7.77,2022
December,Oregon,Severe Weather,,83060.0,2022-12-27 10:12:00,,,2022
December,Washington,Severe Weather,11.0,11600.0,2022-12-27 20:40:00,2022-12-27 20:41:00,0.02,2022
December,California,Suspicious Activity,,,2022-12-27 07:07:00,2022-12-29 11:10:00,52.05,2022
December,California,Vandalism,0.0,0.0,2022-12-27 07:20:00,2022-12-27 11:22:00,4.03,2022
December,Washington,Vandalism,0.0,0.0,2022-12-29 13:14:00,2022-12-29 13:55:00,0.68,2022
December,Ohio,Vandalism,2600.0,,2022-12-29 16:00:00,,,2022
December,Oregon,Transmission Interruption,0.0,0.0,2022-12-30 05:25:00,2022-12-30 14:17:00,8.87,2022
December,Minnesota,Transmission Interruption,,,2022-12-30 17:04:00,,,2022
December,Nevada,Severe Weather,,3500.0,2022-12-31 20:00:00,2023-01-03 00:00:00,52.0,2022
December,California,Severe Weather,,161000.0,2022-12-31 19:00:00,2023-01-01 06:00:00,11.0,2022
